source,relative,extension,reason
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM91.PCM","sar.SET\PCM\RAM91.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM92.PCM","sar.SET\PCM\RAM92.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM93.PCM","sar.SET\PCM\RAM93.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM94.PCM","sar.SET\PCM\RAM94.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM95.PCM","sar.SET\PCM\RAM95.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM96.PCM","sar.SET\PCM\RAM96.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM97.PCM","sar.SET\PCM\RAM97.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM98.PCM","sar.SET\PCM\RAM98.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PCM\RAM99.PCM","sar.SET\PCM\RAM99.PCM",".pcm","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK01.PRF","sar.SET\PERFORM\BANK01.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK02.PRF","sar.SET\PERFORM\BANK02.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK03.PRF","sar.SET\PERFORM\BANK03.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK04.PRF","sar.SET\PERFORM\BANK04.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK05.PRF","sar.SET\PERFORM\BANK05.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK06.PRF","sar.SET\PERFORM\BANK06.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK07.PRF","sar.SET\PERFORM\BANK07.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK08.PRF","sar.SET\PERFORM\BANK08.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK09.PRF","sar.SET\PERFORM\BANK09.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK10.PRF","sar.SET\PERFORM\BANK10.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK11.PRF","sar.SET\PERFORM\BANK11.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK12.PRF","sar.SET\PERFORM\BANK12.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK13.PRF","sar.SET\PERFORM\BANK13.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK14.PRF","sar.SET\PERFORM\BANK14.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK15.PRF","sar.SET\PERFORM\BANK15.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\PERFORM\BANK16.PRF","sar.SET\PERFORM\BANK16.PRF",".prf","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\SONGBOOK\LISTDB.SBL","sar.SET\SONGBOOK\LISTDB.SBL",".sbl","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\SONGBOOK\SONGDB.SBD\BANK01.SBD","sar.SET\SONGBOOK\SONGDB.SBD\BANK01.SBD",".sbd","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\SONGBOOK\SONGDB.SBD\BANK02.SBD","sar.SET\SONGBOOK\SONGDB.SBD\BANK02.SBD",".sbd","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\SONGBOOK\SONGDB.SBD\BANK03.SBD","sar.SET\SONGBOOK\SONGDB.SBD\BANK03.SBD",".sbd","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\SONGBOOK\SONGDB.SBD\BANK04.SBD","sar.SET\SONGBOOK\SONGDB.SBD\BANK04.SBD",".sbd","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\SONGBOOK\SONGDB.SBD\BANK05.SBD","sar.SET\SONGBOOK\SONGDB.SBD\BANK05.SBD",".sbd","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\SONGBOOK\SONGDB.SBD\BANK06.SBD","sar.SET\SONGBOOK\SONGDB.SBD\BANK06.SBD",".sbd","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\SONGBOOK\SONGDB.SBD\BANK07.SBD","sar.SET\SONGBOOK\SONGDB.SBD\BANK07.SBD",".sbd","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\SOUND\USER01.PCG","sar.SET\SOUND\USER01.PCG",".pcg","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\SOUND\USER02.PCG","sar.SET\SOUND\USER02.PCG",".pcg","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\SOUND\USER03.PCG","sar.SET\SOUND\USER03.PCG",".pcg","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\SOUND\USER04.PCG","sar.SET\SOUND\USER04.PCG",".pcg","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\SOUND\USERDK.PCG","sar.SET\SOUND\USERDK.PCG",".pcg","Extension not in safe local writer allowlist."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\FAVORITE01.STY","sar.SET\STYLE\FAVORITE01.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\FAVORITE02.STY","sar.SET\STYLE\FAVORITE02.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\FAVORITE03.STY","sar.SET\STYLE\FAVORITE03.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\FAVORITE04.STY","sar.SET\STYLE\FAVORITE04.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\FAVORITE05.STY","sar.SET\STYLE\FAVORITE05.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\FAVORITE06.STY","sar.SET\STYLE\FAVORITE06.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\FAVORITE07.STY","sar.SET\STYLE\FAVORITE07.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\FAVORITE08.STY","sar.SET\STYLE\FAVORITE08.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\FAVORITE09.STY","sar.SET\STYLE\FAVORITE09.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\FAVORITE10.STY","sar.SET\STYLE\FAVORITE10.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\FAVORITE11.STY","sar.SET\STYLE\FAVORITE11.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\FAVORITE12.STY","sar.SET\STYLE\FAVORITE12.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\USER01.STY","sar.SET\STYLE\USER01.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\USER02.STY","sar.SET\STYLE\USER02.STY",".sty","Forbidden keyboard/package extension blocked."
"C:\Users\ssare\Desktop\KORG_PA3X_RECOVERY_BACKUP_20260619-150450\sar.SET\STYLE\USER03.STY","sar.SET\STYLE\USER03.STY",".sty","Forbidden keyboard/package extension blocked."

